Sample_id,Sample_label
1,3.0
2,7.0
3,7.0
4,7.0
5,7.0
6,5.0
7,7.0
8,1.0
9,7.0
10,7.0
11,3.0
12,7.0
13,7.0
14,3.0
15,10.0
16,2.0
17,7.0
18,3.0
19,7.0
20,9.0
21,7.0
22,7.0
23,3.0
24,7.0
25,7.0
26,7.0
27,3.0
28,3.0
29,7.0
30,7.0
31,7.0
32,7.0
33,7.0
34,3.0
35,3.0
36,2.0
37,7.0
38,7.0
39,3.0
40,3.0
41,7.0
42,7.0
43,7.0
44,7.0
45,7.0
46,7.0
47,3.0
48,7.0
49,5.0
50,7.0
51,3.0
52,3.0
53,7.0
54,7.0
55,3.0
56,3.0
57,7.0
58,7.0
59,3.0
60,3.0
61,7.0
62,3.0
63,7.0
64,3.0
65,7.0
66,7.0
67,3.0
68,7.0
69,7.0
70,3.0
71,3.0
72,7.0
73,2.0
74,7.0
75,3.0
76,3.0
77,7.0
78,3.0
79,3.0
80,3.0
81,3.0
82,7.0
83,7.0
84,7.0
85,7.0
86,7.0
87,10.0
88,3.0
89,7.0
90,7.0
91,3.0
92,3.0
93,3.0
94,7.0
95,7.0
96,7.0
97,3.0
98,7.0
99,7.0
100,3.0
101,7.0
102,7.0
103,7.0
104,7.0
105,7.0
106,3.0
107,7.0
108,7.0
109,7.0
110,3.0
111,2.0
112,3.0
113,3.0
114,7.0
115,3.0
116,7.0
117,7.0
118,7.0
119,7.0
120,3.0
121,3.0
122,7.0
123,2.0
124,7.0
125,3.0
126,7.0
127,7.0
128,3.0
129,7.0
130,4.0
131,3.0
132,3.0
133,3.0
134,7.0
135,7.0
136,7.0
137,3.0
138,3.0
139,7.0
140,7.0
141,7.0
142,7.0
143,7.0
144,3.0
145,7.0
146,1.0
147,7.0
148,7.0
149,3.0
150,9.0
151,3.0
152,7.0
153,3.0
154,3.0
155,3.0
156,7.0
157,7.0
158,7.0
159,7.0
160,5.0
161,7.0
162,7.0
163,7.0
164,7.0
165,7.0
166,7.0
167,7.0
168,7.0
169,7.0
170,7.0
171,7.0
172,7.0
173,3.0
174,2.0
175,7.0
176,7.0
177,3.0
178,7.0
179,3.0
180,7.0
181,3.0
182,7.0
183,3.0
184,7.0
185,7.0
186,3.0
187,3.0
188,3.0
189,3.0
190,7.0
191,3.0
192,7.0
193,7.0
194,3.0
195,7.0
196,3.0
197,3.0
198,7.0
199,3.0
200,7.0
201,7.0
202,3.0
203,5.0
204,7.0
205,7.0
206,7.0
207,3.0
208,7.0
209,7.0
210,3.0
211,7.0
212,3.0
213,3.0
214,7.0
215,7.0
216,7.0
217,7.0
218,3.0
219,7.0
220,7.0
221,3.0
222,3.0
223,7.0
224,3.0
225,10.0
226,7.0
227,3.0
228,3.0
229,3.0
230,3.0
231,7.0
232,2.0
233,3.0
234,7.0
235,7.0
236,7.0
237,7.0
238,3.0
239,7.0
240,3.0
241,7.0
242,7.0
243,7.0
244,7.0
245,3.0
246,7.0
247,3.0
248,7.0
249,7.0
250,7.0
251,3.0
252,3.0
253,3.0
254,7.0
255,7.0
256,7.0
257,7.0
258,7.0
259,7.0
260,7.0
261,3.0
262,7.0
263,7.0
264,7.0
265,7.0
266,4.0
267,3.0
268,7.0
269,7.0
270,7.0
271,10.0
272,3.0
273,7.0
274,7.0
275,7.0
276,7.0
277,3.0
278,7.0
279,7.0
280,7.0
281,3.0
282,3.0
283,3.0
284,7.0
285,7.0
286,7.0
287,3.0
288,3.0
289,2.0
290,7.0
291,3.0
292,7.0
293,2.0
294,7.0
295,7.0
296,2.0
297,7.0
298,3.0
299,7.0
300,5.0
301,3.0
302,7.0
303,2.0
304,9.0
305,7.0
306,7.0
307,7.0
308,7.0
309,3.0
310,7.0
311,7.0
312,3.0
313,7.0
314,3.0
315,3.0
316,7.0
317,3.0
318,7.0
319,7.0
320,7.0
321,3.0
322,7.0
323,7.0
324,3.0
325,3.0
326,2.0
327,3.0
328,3.0
329,7.0
330,7.0
331,2.0
332,7.0
333,7.0
334,7.0
335,7.0
336,7.0
337,3.0
338,3.0
339,3.0
340,7.0
341,5.0
342,7.0
343,7.0
344,7.0
345,7.0
346,7.0
347,3.0
348,3.0
349,3.0
350,3.0
351,3.0
352,3.0
353,3.0
354,3.0
355,7.0
356,7.0
357,7.0
358,3.0
359,3.0
360,7.0
361,3.0
362,3.0
363,7.0
364,3.0
365,7.0
366,7.0
367,7.0
368,7.0
369,4.0
370,7.0
371,3.0
372,7.0
373,7.0
374,7.0
375,3.0
376,7.0
377,7.0
378,3.0
379,7.0
380,7.0
381,3.0
382,7.0
383,7.0
384,3.0
385,3.0
386,3.0
387,3.0
388,3.0
389,3.0
390,6.0
391,3.0
392,3.0
393,7.0
394,3.0
395,10.0
396,7.0
397,7.0
398,7.0
399,2.0
400,2.0
401,3.0
402,7.0
403,7.0
404,7.0
405,7.0
406,7.0
407,3.0
408,7.0
409,7.0
410,7.0
411,3.0
412,7.0
413,7.0
414,7.0
415,7.0
416,7.0
417,9.0
418,7.0
419,6.0
420,3.0
421,3.0
422,7.0
423,7.0
424,7.0
425,7.0
426,4.0
427,3.0
428,7.0
429,7.0
430,3.0
431,7.0
432,7.0
433,7.0
434,7.0
435,7.0
