Sample_id,Sample_label
1,4.0
2,9.0
3,8.0
4,2.0
5,7.0
6,8.0
7,4.0
8,8.0
9,8.0
10,2.0
11,8.0
12,4.0
13,2.0
14,4.0
15,4.0
16,4.0
17,4.0
18,2.0
19,6.0
20,4.0
21,2.0
22,7.0
23,4.0
24,4.0
25,2.0
26,4.0
27,4.0
28,8.0
29,8.0
30,8.0
31,4.0
32,2.0
33,7.0
34,4.0
35,4.0
36,4.0
37,7.0
38,5.0
39,5.0
40,4.0
41,7.0
42,2.0
43,6.0
44,4.0
45,4.0
46,2.0
47,4.0
48,2.0
49,4.0
50,4.0
51,2.0
52,6.0
53,4.0
54,8.0
55,3.0
56,9.0
57,4.0
58,2.0
59,6.0
60,2.0
61,4.0
62,4.0
63,4.0
64,8.0
65,4.0
66,2.0
67,7.0
68,4.0
69,4.0
70,5.0
71,8.0
72,5.0
73,4.0
74,4.0
75,8.0
76,2.0
77,2.0
78,9.0
79,6.0
80,4.0
81,9.0
82,8.0
83,8.0
84,4.0
85,9.0
86,8.0
87,4.0
88,4.0
89,4.0
90,8.0
91,4.0
92,2.0
93,8.0
94,5.0
95,5.0
96,7.0
97,6.0
98,4.0
99,2.0
100,5.0
101,8.0
102,4.0
103,4.0
104,8.0
105,4.0
106,2.0
107,8.0
108,7.0
109,4.0
110,4.0
111,4.0
112,2.0
113,8.0
114,8.0
115,8.0
116,4.0
117,2.0
118,7.0
119,5.0
120,5.0
121,5.0
122,5.0
123,4.0
124,7.0
125,3.0
126,4.0
127,7.0
128,5.0
129,4.0
130,4.0
131,5.0
132,8.0
133,5.0
134,4.0
135,4.0
136,4.0
137,6.0
138,3.0
139,6.0
140,7.0
141,7.0
142,8.0
143,7.0
144,8.0
145,4.0
146,8.0
147,2.0
148,5.0
149,5.0
150,2.0
151,4.0
152,5.0
153,2.0
154,4.0
155,4.0
156,4.0
157,8.0
158,8.0
159,4.0
160,4.0
161,8.0
162,4.0
163,8.0
164,4.0
165,4.0
166,4.0
167,8.0
168,5.0
169,4.0
170,4.0
171,4.0
172,5.0
173,8.0
174,4.0
175,4.0
176,2.0
177,2.0
178,4.0
179,8.0
180,4.0
181,8.0
182,7.0
183,2.0
184,6.0
185,4.0
186,5.0
187,6.0
188,5.0
189,4.0
190,4.0
191,4.0
192,2.0
193,7.0
194,9.0
195,4.0
196,3.0
