Sample_id,Sample_label
1,6
2,9
3,1
4,1
5,1
6,5
7,9
8,8
9,5
10,2
11,7
12,4
13,1
14,6
15,4
16,8
17,6
18,1
19,3
20,2
21,2
22,6
23,1
24,1
25,1
26,4
27,3
28,8
29,5
30,1
31,4
32,1
33,8
34,10
35,4
36,4
37,1
38,1
39,1
40,6
41,6
42,2
43,6
44,8
45,4
46,2
47,4
48,1
49,6
50,4
51,2
52,6
53,4
54,5
55,3
56,3
57,9
58,1
59,6
60,6
61,4
62,6
63,4
64,1
65,6
66,2
67,8
68,2
69,2
70,1
71,1
72,7
73,6
74,5
75,8
76,2
77,8
78,9
79,6
80,4
81,6
82,1
83,1
84,2
85,6
86,1
87,1
88,3
89,8
90,1
91,6
92,2
93,1
94,1
95,2
96,8
97,5
98,6
99,7
100,9
101,1
102,4
103,5
104,7
105,4
106,1
107,8
108,1
109,4
110,4
111,2
112,3
113,1
114,8
115,1
116,8
117,1
118,1
119,1
120,6
121,1
122,1
123,2
124,1
125,5
126,6
127,10
128,1
129,9
130,2
131,5
132,1
133,8
134,6
135,6
136,4
137,6
138,9
139,6
140,8
141,1
142,1
143,5
144,1
145,6
146,8
147,2
148,7
149,7
150,1
151,2
152,5
153,2
154,4
155,4
156,1
157,10
158,8
159,8
160,5
161,1
162,4
163,5
164,2
165,4
166,7
167,4
168,5
169,4
170,5
171,2
172,5
173,8
174,6
175,1
176,2
177,5
178,5
179,8
180,7
181,1
182,8
183,2
184,6
185,2
186,1
187,6
188,4
189,4
190,4
191,4
192,2
193,7
194,9
195,5
196,3
197,6
198,1
199,7
200,10
201,2
202,4
203,7
204,1
205,4
206,5
207,6
208,2
209,5
210,6
211,6
212,4
213,4
214,1
215,1
216,6
217,5
218,2
219,6
220,2
221,6
222,8
223,1
224,5
225,2
226,2
227,1
228,6
229,6
230,5
231,7
232,6
233,4
234,1
235,6
236,1
237,5
238,6
239,8
240,5
241,8
242,5
243,5
244,4
245,6
246,4
247,6
248,2
249,2
250,2
251,1
252,4
253,5
254,3
255,5
256,2
257,5
258,4
259,1
260,2
261,6
262,2
263,2
264,7
265,4
266,4
267,1
268,6
269,1
270,8
271,1
272,2
273,6
274,6
275,8
276,2
277,5
278,1
279,8
280,7
281,6
282,1
283,1
284,6
285,8
286,3
287,5
288,5
289,1
290,2
291,1
292,7
293,7
294,1
295,6
296,4
297,1
298,2
299,1
300,1
301,1
302,1
303,6
304,1
305,6
306,3
307,1
308,1
309,1
310,1
311,8
312,3
313,2
314,5
315,6
316,6
317,2
318,1
319,2
320,1
321,1
322,2
323,8
324,1
325,1
326,8
327,6
328,5
329,1
330,1
331,4
332,7
333,7
334,1
335,1
336,8
337,5
338,8
339,6
340,4
341,6
342,4
343,1
344,2
345,1
346,2
347,6
348,9
349,5
350,5
351,1
352,6
353,6
354,6
355,1
356,1
357,7
358,3
359,8
360,1
361,8
362,5
363,8
364,6
365,4
366,3
367,5
368,2
369,4
370,6
371,2
372,2
373,7
374,6
375,5
376,6
377,2
378,1
379,1
380,1
381,5
382,1
383,1
384,2
385,8
386,6
387,3
388,7
389,1
390,4
391,5
392,1
393,6
394,5
395,4
396,7
397,1
398,4
399,8
400,8
401,6
402,1
403,4
404,2
405,2
406,2
407,5
408,4
409,1
410,1
411,1
412,4
413,8
414,8
415,2
416,1
417,10
418,1
419,6
420,2
421,4
422,4
423,10
424,4
425,1
426,4
427,2
428,6
429,6
430,3
431,6
432,1
433,1
434,4
435,5
436,1
437,3
438,2
439,4
440,4
441,4
442,5
443,7
444,8
445,6
446,3
447,1
448,6
449,9
450,8
451,7
452,4
453,1
454,1
455,2
456,7
457,9
458,8
459,5
460,8
461,4
462,7
463,3
464,1
465,8
466,8
467,10
468,6
469,6
470,8
471,6
472,1
473,2
474,1
475,2
476,1
477,4
478,8
479,6
480,6
481,2
482,10
483,4
484,6
485,5
486,3
487,1
488,1
489,7
490,1
491,2
492,6
493,5
494,6
495,4
496,2
497,3
498,6
499,1
500,8
501,6
502,1
503,5
504,7
505,5
506,2
507,1
508,8
509,2
510,5
511,4
512,6
513,1
514,2
515,9
516,5
517,2
518,4
519,1
520,5
521,3
522,5
523,8
524,1
525,1
526,6
527,10
528,10
529,1
530,7
531,2
532,5
533,4
534,5
535,1
536,7
537,2
538,1
539,3
540,4
541,6
542,3
543,5
544,8
545,1
546,1
547,2
548,8
549,5
550,5
551,4
552,4
553,8
554,4
555,5
556,2
557,5
558,10
559,4
560,4
561,5
562,4
563,2
564,6
565,7
566,1
567,6
568,10
569,2
570,4
571,8
572,1
573,1
574,5
575,4
576,3
577,4
578,1
579,4
580,2
581,6
582,4
583,1
584,5
585,2
586,5
587,1
588,1
589,6
590,1
591,1
592,7
593,1
594,7
595,5
596,1
597,6
598,8
599,4
600,4
601,6
602,5
603,1
604,5
605,9
606,1
607,1
608,7
609,2
610,1
611,8
612,1
613,6
614,2
615,8
616,6
617,8
618,2
619,2
620,1
621,1
622,10
623,1
624,6
625,2
626,7
627,5
628,1
629,5
630,4
631,4
632,1
633,2
634,6
635,1
636,4
637,6
638,1
639,1
640,6
641,1
642,4
643,8
644,8
645,1
646,5
647,2
648,4
649,4
650,1
651,3
652,1
653,6
654,2
655,6
656,8
657,4
658,8
659,1
660,4
661,6
662,1
663,4
664,2
665,4
666,7
667,5
668,1
669,9
670,8
671,2
672,2
673,1
674,5
675,5
676,1
677,2
678,1
679,1
680,1
681,1
682,1
683,1
684,4
685,4
686,6
687,7
688,4
689,2
690,1
691,1
692,4
693,10
694,2
695,6
696,4
697,1
698,6
699,5
700,2
701,2
702,2
703,1
704,4
705,4
706,2
707,1
708,5
709,7
710,5
711,5
712,2
713,5
714,1
715,7
716,5
717,1
718,9
719,1
720,1
721,5
722,2
723,6
724,2
725,4
726,2
727,5
728,5
729,1
730,8
731,1
732,2
733,6
734,4
735,7
736,8
737,1
738,2
739,4
740,1
741,4
742,2
743,6
744,7
745,10
746,6
747,6
748,10
749,6
750,6
751,5
752,3
753,4
754,4
755,6
756,6
757,6
758,7
759,6
760,1
761,2
762,1
763,1
764,6
765,1
766,5
767,1
768,4
769,7
770,2
771,2
772,1
773,7
774,1
775,5
776,4
777,1
778,6
779,7
780,5
781,1
782,1
783,1
784,9
785,2
786,1
787,2
788,9
789,10
790,1
791,1
792,7
793,8
794,3
795,2
796,8
797,7
798,8
799,1
800,6
801,8
802,2
803,6
804,7
805,7
806,5
807,5
808,1
809,8
810,7
811,4
812,10
813,2
814,1
815,2
816,1
817,6
818,4
819,6
820,6
821,2
822,1
823,2
824,1
825,6
826,4
827,5
828,2
829,10
830,2
831,6
832,6
833,8
834,7
835,8
836,2
837,1
838,4
839,6
840,8
841,2
842,2
843,10
844,4
845,5
846,4
847,5
848,6
849,4
850,6
851,4
852,1
853,2
854,4
855,5
856,4
857,8
858,2
859,5
860,6
861,1
862,9
863,2
864,1
865,6
866,9
867,1
868,6
869,5
870,2
871,1
872,1
873,1
874,6
875,6
876,10
877,5
878,5
879,5
880,8
881,2
882,4
883,2
884,2
885,6
886,6
887,4
888,1
889,4
890,10
891,4
892,2
893,4
894,8
895,1
896,1
897,7
898,4
899,2
900,6
901,8
902,2
903,2
904,5
905,5
906,2
907,6
908,8
909,1
910,4
911,1
912,6
913,1
914,1
915,1
916,5
917,1
918,4
919,4
920,1
921,5
922,1
923,1
924,1
925,4
926,10
927,4
928,6
929,10
930,8
931,2
932,1
933,2
934,2
935,4
936,1
937,5
938,5
939,10
940,6
941,5
942,1
943,4
944,9
945,2
946,2
947,8
948,4
949,2
950,2
951,2
952,7
953,1
954,10
955,4
956,6
957,1
958,6
959,1
960,10
961,2
962,2
963,10
964,1
965,6
966,7
967,6
968,6
969,5
970,2
971,4
972,2
973,1
974,10
975,3
976,9
977,4
978,2
979,6
980,6
981,2
982,1
983,1
984,4
985,7
986,1
987,4
988,6
989,4
990,2
991,2
992,10
993,6
994,1
995,4
996,4
997,6
998,6
999,3
1000,1
1001,1
1002,8
1003,7
1004,3
1005,5
1006,1
1007,1
1008,2
1009,1
1010,1
1011,1
1012,4
1013,2
1014,8
1015,6
1016,8
1017,1
1018,5
1019,1
1020,2
1021,1
1022,2
1023,1
1024,6
1025,6
1026,3
1027,8
1028,4
1029,1
1030,5
1031,3
1032,2
1033,1
1034,1
1035,2
1036,4
1037,6
1038,4
1039,1
1040,6
1041,4
1042,2
1043,6
1044,4
1045,5
1046,6
1047,1
1048,6
1049,6
1050,1
1051,1
1052,1
1053,2
1054,7
1055,2
